F.j1.a1;F.j2.a1;F.j3.a1;F.j1.a0;F.j2.a0;F.j3.a0
0,017581820128479659;4,91229122055674e-03;5,02578158458244e-03;0,025836488222698073;6,60877944325482e-03;4,98261241970021e-03
0,017777558886509635;4,98205567451820e-03;5,09113490364026e-03;0,026120085653104926;6,70286937901499e-03;5,04813704496788e-03
0,017966680942184156;5,05154175588865e-03;5,15441113490364e-03;0,026397280513918629;6,79625267665953e-03;5,11428265524625e-03
0,018162847965738759;5,12297644539615e-03;5,21824411134904e-03;0,026679764453961457;6,88927194860814e-03;5,18051391862955e-03
0,018355952890792292;5,19426124197002e-03;5,28511777301927e-03;0,026957044967880085;6,98079229122056e-03;5,24524625267666e-03
0,018547537473233403;5,26438972162741e-03;5,35280513918630e-03;0,027234582441113490;7,07498929336188e-03;5,31137044967880e-03
0,018739743040685226;5,33773019271949e-03;5,41895074946467e-03;0,027514261241970022;7,17057815845824e-03;5,37713062098501e-03
0,018931049250535330;5,40841541755889e-03;5,48713062098501e-03;0,027793597430406852;7,26740899357602e-03;5,44297644539615e-03
0,019124903640256961;5,48177730192720e-03;5,55336188436831e-03;0,028076231263383298;7,36109207708779e-03;5,50850107066381e-03
0,019314175588865095;5,55334047109208e-03;5,62182012847966e-03;0,028350513918629552;7,45580299785867e-03;5,57695931477516e-03
0,019504261241970022;5,62758029978587e-03;5,68905781584582e-03;0,028625802997858673;7,55098501070664e-03;5,64119914346895e-03
0,019693319057815847;5,69725910064240e-03;5,75721627408994e-03;0,028905417558886509;7,64959314775161e-03;5,70925053533191e-03
0,019885781584582440;5,76965738758030e-03;5,82372591006424e-03;0,029185910064239828;7,74629550321199e-03;5,77479657387580e-03
0,020076466809421843;5,84205567451820e-03;5,89201284796574e-03;0,029466873661670237;7,84274089935760e-03;5,84066381156317e-03
0,020267880085653105;5,91438972162741e-03;5,96044967880086e-03;0,029739871520342614;7,94059957173448e-03;5,90770877944325e-03
0,020460877944325481;5,98832976445396e-03;6,02781584582441e-03;0,030018865096359742;8,03635974304068e-03;5,97483940042827e-03
0,020653618843683084;6,06199143468951e-03;6,09593147751606e-03;0,030294882226980728;8,13635974304069e-03;6,03995717344754e-03
