F.j1.a1,F.j2.a1,F.j3.a1,F.j1.a0,F.j2.a0,F.j3.a0
0.014505331905781585,0.004168993576017131,0.005062226980728051,0.02129713062098501,0.005575546038543897,0.005041541755888651
0.014634668094218416,0.004216680942184154,0.005116167023554604,0.0214830835117773,0.005638779443254818,0.005094753747323341
0.01476085653104925,0.004265567451820129,0.005170085653104925,0.021672312633832975,0.005703490364025696,0.005145631691648822
0.014887644539614562,0.00431507494646681,0.00522644539614561,0.02186004282655246,0.005769785867237687,0.0051989935760171305
0.015012569593147751,0.00436458244111349,0.0052806209850107064,0.022044561027837258,0.005835867237687366,0.00525372591006424
0.015140107066381156,0.004414389721627409,0.0053336188436830835,0.022232483940042826,0.005901841541755889,0.005308565310492505
0.015268779443254818,0.004463319057815846,0.0053873019271948605,0.022421113490364027,0.0059696573875803,0.005362997858672377
0.01539713062098501,0.004514132762312634,0.00544100642398287,0.022607537473233404,0.006034839400428265,0.00541813704496788
0.015527880085653105,0.004563768736616703,0.005496638115631692,0.022794111349036403,0.006099935760171306,0.005472698072805139
0.015660085653104925,0.004614561027837259,0.0055519914346895075,0.022983340471092076,0.006166595289079229,0.005528672376873662
0.015791070663811562,0.00466304068522484,0.0056066381156316914,0.023170428265524626,0.006232291220556745,0.005582869379014989
0.015917944325481798,0.0047116488222698075,0.005664603854389722,0.02335745182012848,0.006296381156316916,0.005638158458244111
0.01604423982869379,0.004760813704496788,0.005720492505353319,0.02354316916488223,0.006363147751605996,0.005692612419700214
0.01617186295503212,0.004809271948608137,0.005776316916488223,0.023730942184154176,0.006431391862955032,0.005748886509635974
0.01629892933618844,0.004858051391862955,0.005832740899357602,0.023920428265524624,0.006498950749464668,0.005804817987152034
0.016427023554603855,0.004908394004282655,0.005886852248394004,0.02410781584582441,0.006565160599571735,0.00585865096359743
0.016553790149892934,0.00495745182012848,0.0059417558886509635,0.024297430406852248,0.006631498929336188,0.005914817987152034
0.01668269807280514,0.005008051391862955,0.005997301927194861,0.024489935760171305,0.006697216274089935,0.0059698501070663814
0.01681289079229122,0.005058094218415418,0.006054218415417559,0.02468036402569593,0.00676203426124197,0.006024432548179872
0.016940556745182012,0.005107301927194861,0.006109207708779443,0.024865353319057815,0.006832248394004282,0.0060805567451820124
0.01707149892933619,0.005156809421841542,0.006163126338329764,0.025052291220556744,0.006897751605995718,0.006135546038543898
0.017200449678800855,0.005206852248394005,0.006218394004282655,0.025239250535331905,0.006964839400428266,0.006190728051391863
0.017328072805139188,0.005256895074946467,0.0062765738758029975,0.025428029978586723,0.007032612419700214,0.0062456745182012845
0.017457773019271948,0.005306680942184154,0.00633083511777302,0.025617066381156316,0.007098672376873662,0.006299314775160599
0.017583490364025695,0.005358715203426124,0.0063875802997858675,0.02580017130620985,0.007164882226980728,0.006357130620985011
0.0177123982869379,0.005410835117773019,0.006444689507494647,0.025988865096359743,0.0072323982869379015,0.006413126338329764
0.017840192719486083,0.0054622269807280514,0.0064997002141327625,0.026174817987152033,0.0073013276231263385,0.006468179871520343
0.01797374732334047,0.005513297644539615,0.006558008565310493,0.026362890792291222,0.007369293361884369,0.006522762312633833
0.018102334047109207,0.005565203426124197,0.006612783725910064,0.026550578158458245,0.007437987152034261,0.006578179871520343
0.018229229122055674,0.005618179871520343,0.0066689935760171305,0.026737323340471093,0.007506680942184154,0.00663389721627409
0.018356852248394003,0.00567,0.006722483940042826,0.026922055674518202,0.007576423982869379,0.006688758029978587
0.018485867237687366,0.005721199143468951,0.006778843683083512,0.02711259100642398,0.007644132762312634,0.006742483940042826
0.018616873661670235,0.005773276231263383,0.006834411134903641,0.027297665952890793,0.007713190578158459,0.006798565310492505
0.018740471092077087,0.005825224839400428,0.006889700214132762,0.02748507494646681,0.007782184154175589,0.006854603854389721
0.01886850107066381,0.005875546038543897,0.006946338329764454,0.02767233404710921,0.007850770877944325,0.006909271948608137
0.0189972591006424,0.0059290364025695935,0.007002655246252676,0.027857023554603854,0.007918201284796573,0.006965267665952891
0.019124775160599572,0.0059806209850107065,0.007060471092077088,0.028041070663811563,0.007988372591006423,0.007023147751605996
0.01925122055674518,0.006034047109207709,0.007118051391862955,0.02822826552462527,0.008057516059957174,0.007079421841541756
0.01937880085653105,0.006086295503211991,0.007175396145610279,0.02841644539614561,0.008125974304068523,0.007133490364025696
0.019506488222698074,0.006139379014989293,0.007232912205567452,0.02860252676659529,0.008195974304068522,0.007190235546038544
0.019636381156316916,0.00619152034261242,0.007290642398286938,0.028789293361884367,0.008264132762312634,0.007246145610278373
0.019761413276231262,0.00624389721627409,0.007347580299785867,0.028974325481798714,0.008332419700214132,0.007302291220556745
0.019888222698072805,0.006298115631691649,0.007406145610278372,0.02916423982869379,0.00840237687366167,0.007357880085653105
0.020015888650963598,0.006350792291220556,0.007461541755888651,0.02934918629550321,0.008469935760171306,0.007413104925053533
0.020144796573875804,0.006404925053533191,0.007517708779443254,0.029533468950749465,0.008540749464668094,0.007470235546038544
0.02027357601713062,0.0064565096359743045,0.007574882226980728,0.029717494646680942,0.008610406852248394,0.00752593147751606
0.020400235546038543,0.006509850107066381,0.007631456102783726,0.029904453961456103,0.008680706638115631,0.007581177730192719
0.02052830835117773,0.006562119914346895,0.007688629550321199,0.030089443254817987,0.008751306209850106,0.007637473233404711
0.020659593147751606,0.006613447537473233,0.007745974304068522,0.030276531049250537,0.008823104925053534,0.007695631691648822
0.020789486081370448,0.00666762312633833,0.007803404710920771,0.03046475374732334,0.008891884368308352,0.007752269807280514
0.020914518201284798,0.006719721627408993,0.00785916488222698,0.030647580299785867,0.008962505353319057,0.007810021413276231
0.021042783725910064,0.006772569593147751,0.007916638115631692,0.03083190578158458,0.009034453961456104,0.007864539614561027
0.02117152034261242,0.006825074946466809,0.007974197002141328,0.031018201284796574,0.009105695931477515,0.007922419700214133
0.021298886509635975,0.006879571734475375,0.008028865096359743,0.031202162740899358,0.009175546038543897,0.007980899357601713
0.02142916488222698,0.006932462526766595,0.00808524625267666,0.03139044967880086,0.00924595289079229,0.008037730192719486
0.02155910064239829,0.006984025695931478,0.008142612419700214,0.031576573875802996,0.00931710920770878,0.00809507494646681
0.021687344753747322,0.0070369593147751605,0.008198736616702356,0.031760578158458244,0.009387708779443255,0.008152098501070664
0.021815374732334046,0.007089614561027837,0.00825561027837259,0.0319410278372591,0.009458329764453962,0.008209700214132762
0.021943683083511776,0.0071423768736616705,0.0083151391862955025,0.03212404710920771,0.009527644539614561,0.008265053533190578
0.022070728051391864,0.007195546038543897,0.008372483940042827,0.03230710920770878,0.009599721627408993,0.008323340471092077
0.022197173447537473,0.007248672376873662,0.008430813704496788,0.03249167023554604,0.009670899357601712,0.008381284796573876
0.022325331905781585,0.007302526766595289,0.008488843683083511,0.03267586723768737,0.00974271948608137,0.008438415417558886
0.02245119914346895,0.007357130620985011,0.008547259100642399,0.03285802997858672,0.009815139186295504,0.008495631691648822
0.022581284796573876,0.007412869379014989,0.008606359743040685,0.03303944325481799,0.009886616702355461,0.008554368308351178
0.02271164882226981,0.007465781584582441,0.008665117773019272,0.03322203426124197,0.009958458244111349,0.00861167023554604
0.02283766595289079,0.007519057815845824,0.008723661670235546,0.03340815845824411,0.010030192719486082,0.008667815845824411
0.022964004282655246,0.007572441113490364,0.008784304068522484,0.03359184154175589,0.010099807280513918,0.008724882226980727
0.023088993576017132,0.007625717344753747,0.008843426124197001,0.03377456102783726,0.010174368308351178,0.008782612419700214
0.023218886509635973,0.007678715203426124,0.008900449678800857,0.03395635974304068,0.010246167023554603,0.008840599571734475
0.023346916488222697,0.007733276231263383,0.008958501070663812,0.034140813704496786,0.010319892933618844,0.00890036402569593
0.023474111349036403,0.007788351177730192,0.009017173447537474,0.03432556745182013,0.01039374732334047,0.008958072805139185
0.023601563169164883,0.007843918629550322,0.009078608137044968,0.034506038543897215,0.010467023554603855,0.009015567451820129
0.02372985010706638,0.007896509635974304,0.009138158458244111,0.03469006423982869,0.010541391862955033,0.009074903640256959
0.02386055674518201,0.00795149892933619,0.009196531049250535,0.03487421841541756,0.010613468950749464,0.009133811563169164
0.023986723768736617,0.008006509635974305,0.009255524625267665,0.03505441113490364,0.01068695931477516,0.009190920770877945
0.024113982869379016,0.008060578158458244,0.009313104925053533,0.03523591006423983,0.010759528907922913,0.009247237687366168
0.024239079229122055,0.008115588865096359,0.009370578158458244,0.035417922912205566,0.010835824411134903,0.009304625267665952
0.02436441113490364,0.008168886509635974,0.00943201284796574,0.035600192719486085,0.010911113490364025,0.009361456102783727
0.02449182012847966,0.008225160599571735,0.009492419700214133,0.03578610278372591,0.010983576017130622,0.009421156316916488
0.024618265524625267,0.008280856531049251,0.009550728051391863,0.03597008565310492,0.011056167023554603,0.009480620985010707
0.024744197002141328,0.008336873661670236,0.009609550321199143,0.03615338329764454,0.011130149892933618,0.009538458244111349
0.0248717130620985,0.00839372591006424,0.00967051391862955,0.03633835117773019,0.011204218415417558,0.0095989721627409
0.024996124197002142,0.008449764453961455,0.009729571734475374,0.03652017130620985,0.011278929336188437,0.009655653104925053
0.02512269807280514,0.008504882226980728,0.0097893147751606,0.03670321199143469,0.011352419700214132,0.009714282655246253
0.02524912205567452,0.008560663811563169,0.009848244111349037,0.036884646680942185,0.011425845824411135,0.009772419700214132
0.02537490364025696,0.008615845824411135,0.00990832976445396,0.037068865096359746,0.011498436830835118,0.00982950749464668
0.025499635974304068,0.008672462526766594,0.009966723768736616,0.03724895074946467,0.011572334047109207,0.009888436830835118
0.02562556745182013,0.008730214132762313,0.01002473233404711,0.03743006423982869,0.011646702355460385,0.00994796573875803
0.025751434689507496,0.008785653104925054,0.010083811563169166,0.03760890792291221,0.011718115631691648,0.010004368308351178
0.025877687366167024,0.00884323340471092,0.010142569593147752,0.037790107066381154,0.01179269807280514,0.010062655246252676
0.026002569593147753,0.00889982869379015,0.01020134903640257,0.03797224839400428,0.011866316916488222,0.010121841541755888
0.026128522483940042,0.008956316916488223,0.010260813704496788,0.03815372591006424,0.011942805139186295,0.010178501070663811
0.02625301927194861,0.009013254817987152,0.010319593147751606,0.03833659528907923,0.012015610278372592,0.010238415417558886
0.02638049250535332,0.009070535331905782,0.010379464668094219,0.03851950749464668,0.012090428265524625,0.010294539614561027
0.02650460385438972,0.009125738758029979,0.010439229122055674,0.03870100642398287,0.012164839400428265,0.010353361884368308
0.026630235546038543,0.009181284796573876,0.010498008565310493,0.03888428265524625,0.012237922912205568,0.01040899357601713
0.02675952890792291,0.009237987152034262,0.010557344753747323,0.03906700214132762,0.012311113490364026,0.010468008565310492
0.026884475374732333,0.00929543897216274,0.01061627408993576,0.039249143468950747,0.012387023554603855,0.010527109207708779
0.02701002141327623,0.009352055674518201,0.010676209850107067,0.03943119914346895,0.012463147751605995,0.010586188436830835
0.02713438972162741,0.009407130620985011,0.010736402569593148,0.0396117130620985,0.012540042826552463,0.010646809421841541
0.0272572591006424,0.009462976445396145,0.010795460385438972,0.03979381156316916,0.012616145610278372,0.010707301927194861
0.027376895074946467,0.009520749464668094,0.01085526766595289,0.03997252676659529,0.012691049250535331,0.010766167023554605
0.027505032119914348,0.009578479657387581,0.010914475374732334,0.04015477516059957,0.012767687366167024,0.010825310492505354
0.02762850107066381,0.009635331905781584,0.010973361884368309,0.04033830835117773,0.012845674518201285,0.010883447537473234
0.027755010706638116,0.009694004282655246,0.011034561027837259,0.04051903640256959,0.012922783725910065,0.010944111349036403
0.02788019271948608,0.009751456102783726,0.01109372591006424,0.040699550321199145,0.01299847965738758,0.011002826552462527
0.02800661670235546,0.0098096573875803,0.011154432548179872,0.04087929336188437,0.013074089935760171,0.011063961456102783
0.02813173447537473,0.009868029978586724,0.011214282655246252,0.04106338329764454,0.013149336188436831,0.011123704496788008
0.02825625267665953,0.009924475374732334,0.011274946466809422,0.04124978586723769,0.013222933618843684,0.011183126338329765
0.028382141327623126,0.009980642398286938,0.011335224839400429,0.04142839400428266,0.0132993147751606,0.011241884368308351
0.02850728051391863,0.01003710920770878,0.011395567451820129,0.04160798715203426,0.013374925053533191,0.011300299785867237
0.028630899357601713,0.010093169164882227,0.011457087794432549,0.04178762312633833,0.013452612419700215,0.011360535331905782
0.028755888650963596,0.010151113490364025,0.011516231263383298,0.04196721627408993,0.013527837259100643,0.011420064239828694
0.02888389721627409,0.01021100642398287,0.011576423982869379,0.0421479443254818,0.013604389721627409,0.011477387580299786
0.029007880085653106,0.010266466809421842,0.011636167023554604,0.04232985010706638,0.01367948608137045,0.011536809421841541
0.029133169164882226,0.01032237687366167,0.011696852248394004,0.04251085653104925,0.013755160599571735,0.011597837259100642
0.02925867237687366,0.010380107066381157,0.011760620985010706,0.04269134903640257,0.013832398286937901,0.011656809421841541
0.029383768736616703,0.010437173447537473,0.011821563169164882,0.042870449678800854,0.013907558886509635,0.011716680942184154
0.029509785867237688,0.010495995717344754,0.011882398286937901,0.043051092077087794,0.013985053533190578,0.011774839400428266
0.029633276231263384,0.010555117773019271,0.011944475374732333,0.043227066381156316,0.014061498929336188,0.011834475374732334
0.029758565310492504,0.010612955032119915,0.012006552462526767,0.043406659528907925,0.014139271948608137,0.011894860813704496
0.029882997858672378,0.010670620985010707,0.01206661670235546,0.04358865096359743,0.014213468950749465,0.011954025695931477
0.03000777301927195,0.010729421841541756,0.012126766595289079,0.04377077087794433,0.014290128479657388,0.012014304068522485
0.03013558886509636,0.010786916488222699,0.012188179871520342,0.04394937901498929,0.014366916488222699,0.012074282655246254
0.0302589721627409,0.01084713062098501,0.012249464668094219,0.04412792291220557,0.014444368308351177,0.012133875802997858
0.03038423982869379,0.010906916488222698,0.012312269807280514,0.044306573875802994,0.014524047109207709,0.012193297644539615
0.030508586723768737,0.010967537473233405,0.012372847965738757,0.04448680942184154,0.014601820128479657,0.012253533190578158
0.030633169164882228,0.011026188436830835,0.012435888650963598,0.04466541755888651,0.014678394004282655,0.012313768736616703
0.030756488222698074,0.011084261241970022,0.012495610278372591,0.04484447537473234,0.014756017130620984,0.01237117773019272
0.03088338329764454,0.011144603854389722,0.01255730192719486,0.045020599571734474,0.014834668094218415,0.012431241970021413
0.03100762312633833,0.011204453961456104,0.012617880085653104,0.04519847965738758,0.01491458244111349,0.012492077087794432
0.031132098501070665,0.011263019271948609,0.012679550321199143,0.04538032119914347,0.014993811563169165,0.012553704496788009
0.031257216274089936,0.011322226980728052,0.012741627408993575,0.04556222698072805,0.015071327623126338,0.012612141327623127
0.03137702355460385,0.011383597430406853,0.012803790149892934,0.045739914346895075,0.01515186295503212,0.012672077087794432
0.03150019271948608,0.011442398286937902,0.012865802997858672,0.04591695931477516,0.015229229122055675,0.012732933618843683
0.03162473233404711,0.011501755888650964,0.012926873661670236,0.046097516059957176,0.015307708779443254,0.012793147751605996
