estimator,timescale,J,time,F.a0,F.a1,RR,RD,SR
cox_gcomp,3mo,1,16,0.20827039137332629,0.1574678461671661,0.7560740877703724,-0.05080254520616018,1.0641665344489033
cox_gcomp,3mo,2,4,0.043671520200085044,0.03545598297100561,0.8118788356475982,-0.008215537229079431,1.008590706438857
cox_gcomp,3mo,2,8,0.10801511660711213,0.08957795142973464,0.8293093989386712,-0.018437165177377493,1.0206698179763396
cox_gcomp,3mo,2,12,0.16856455228001652,0.14231277615211682,0.8442627719006384,-0.026251776127899695,1.0315740400531264
cox_gcomp,3mo,2,16,0.2289835440499803,0.19721602956869944,0.8612672599986182,-0.03176751448128087,1.0412021225177848
cox_gcomp,3mo,3,4,0.020582424949222612,0.021560437852848207,1.047516893953865,9.780129036255948e-4,0.9990014341905443
cox_gcomp,3mo,3,8,0.04860780338173732,0.051815229977570064,1.0659858371019872,0.0032074265958327436,0.9966287020145492
cox_gcomp,3mo,3,12,0.08109558689007515,0.08795788692399559,1.0846198948312966,0.006862300033920438,0.9925320850177486
cox_gcomp,3mo,3,16,0.10527878187806655,0.11603397958315155,1.1021592149265331,0.010755197705084998,0.9879792750107561
cox_gcomp,6mo,1,2,0.06267290250497348,0.045090724455112995,0.7194612448583304,-0.017582178049860488,1.0187577827386494
cox_gcomp,6mo,1,4,0.12345620833817277,0.09029453770146431,0.7313892020248054,-0.033161670636708454,1.037832303362548
cox_gcomp,6mo,1,6,0.1607486441174061,0.11913982888287476,0.7411560423231844,-0.041608815234531346,1.0495784903329393
cox_gcomp,6mo,1,8,0.20827039137332629,0.1574678461671661,0.7560740877703724,-0.05080254520616018,1.0641665344489033
cox_gcomp,6mo,2,2,0.043671520200085044,0.03545598297100561,0.8118788356475982,-0.008215537229079431,1.008590706438857
cox_gcomp,6mo,2,4,0.10801511660711213,0.08957795142973464,0.8293093989386712,-0.018437165177377493,1.0206698179763396
cox_gcomp,6mo,2,6,0.16856455228001652,0.14231277615211682,0.8442627719006384,-0.026251776127899695,1.0315740400531264
cox_gcomp,6mo,2,8,0.2289835440499803,0.19721602956869944,0.8612672599986182,-0.03176751448128087,1.0412021225177848
cox_gcomp,6mo,3,2,0.020582424949222612,0.021560437852848207,1.047516893953865,9.780129036255948e-4,0.9990014341905443
cox_gcomp,6mo,3,4,0.04860780338173732,0.051815229977570064,1.0659858371019872,0.0032074265958327436,0.9966287020145492
cox_gcomp,6mo,3,6,0.08109558689007515,0.08795788692399559,1.0846198948312966,0.006862300033920438,0.9925320850177486
cox_gcomp,6mo,3,8,0.10527878187806655,0.11603397958315155,1.1021592149265331,0.010755197705084998,0.9879792750107561
cox_gcomp,cont,1,360,0.06267290250497348,0.045090724455112995,0.7194612448583304,-0.017582178049860488,1.0187577827386494
cox_gcomp,cont,1,720,0.12345620833817277,0.09029453770146431,0.7313892020248054,-0.033161670636708454,1.037832303362548
cox_gcomp,cont,1,1080,0.1607486441174061,0.11913982888287476,0.7411560423231844,-0.041608815234531346,1.0495784903329393
cox_gcomp,cont,1,1440,0.20827039137332629,0.1574678461671661,0.7560740877703724,-0.05080254520616018,1.0641665344489033
cox_gcomp,cont,2,360,0.043671520200085044,0.03545598297100561,0.8118788356475982,-0.008215537229079431,1.008590706438857
cox_gcomp,cont,2,720,0.10801511660711213,0.08957795142973464,0.8293093989386712,-0.018437165177377493,1.0206698179763396
cox_gcomp,cont,2,1080,0.16856455228001652,0.14231277615211682,0.8442627719006384,-0.026251776127899695,1.0315740400531264
cox_gcomp,cont,2,1440,0.2289835440499803,0.19721602956869944,0.8612672599986182,-0.03176751448128087,1.0412021225177848
cox_gcomp,cont,3,360,0.020582424949222612,0.021560437852848207,1.047516893953865,9.780129036255948e-4,0.9990014341905443
cox_gcomp,cont,3,720,0.04860780338173732,0.051815229977570064,1.0659858371019872,0.0032074265958327436,0.9966287020145492
cox_gcomp,cont,3,1080,0.08109558689007515,0.08795788692399559,1.0846198948312966,0.006862300033920438,0.9925320850177486
cox_gcomp,cont,3,1440,0.10527878187806655,0.11603397958315155,1.1021592149265331,0.010755197705084998,0.9879792750107561
glm_gcomp,1mo,F1,360,0.06075905674481335,0.05248601134946614,0.8638384820538968,-0.008273045395347206,1.00880822482746
glm_gcomp,1mo,F1,720,0.11245355395237104,0.09789335799467384,0.8705225806926113,-0.014560195957697197,1.0164049960681334
glm_gcomp,1mo,F1,1080,0.15593459462017378,0.1367796080000169,0.877160121736843,-0.019154986620156883,1.0226937231381226
glm_gcomp,1mo,F1,1440,0.1920225099199912,0.1696887825379687,0.8836921390553214,-0.022333727382022495,1.0276415217703787
glm_gcomp,1mo,F2,360,0.054327476634054954,0.048113389722550484,0.8856179727734824,-0.00621408691150447,1.006571076940447
glm_gcomp,1mo,F2,720,0.10857159452876994,0.0970479314549667,0.8938611602434406,-0.011523663073803245,1.0129271885471403
glm_gcomp,1mo,F2,1080,0.16206120555842943,0.14626826163201448,0.9025495097855423,-0.01579294392641495,1.018847371706832
glm_gcomp,1mo,F2,1440,0.21404958011477926,0.19514138117766738,0.9116643960386525,-0.018908198937111875,1.0240577502838832
glm_gcomp,1mo,F3,360,0.03254025714901255,0.03282290615735262,1.0086861332117238,2.8264900834007456e-4,0.9997078441656837
glm_gcomp,1mo,F3,720,0.06012507923329222,0.06112875541379232,1.0166931369288632,0.001003676180500103,0.9989321172867541
glm_gcomp,1mo,F3,1080,0.08324073169325102,0.08529114728128026,1.0246323590184814,0.0020504155880292363,0.9977634089352417
glm_gcomp,1mo,F3,1440,0.10235242518601095,0.10567207291974247,1.032433503433832,0.003319647733731515,0.996301836236321
glm_gcomp,3mo,F1,360,0.06176856401804422,0.0493200346712244,0.7984649709003552,-0.012448529346819816,1.013268079569079
glm_gcomp,3mo,F1,720,0.11439332106598629,0.09221855169299313,0.8061532861678006,-0.02217476937299316,1.0250390719723168
glm_gcomp,3mo,F1,1080,0.1588128983278689,0.1292167062085673,0.8136411309728739,-0.029596192119301618,1.035183839671899
glm_gcomp,3mo,F1,1440,0.19591384917616142,0.16082080225988962,0.8208751088101133,-0.0350930469162718,1.0436433917936736
glm_gcomp,3mo,F2,360,0.05514431712028953,0.05004142299656887,0.9074629192961187,-0.005102894123720655,1.005400712739715
glm_gcomp,3mo,F2,720,0.10861226575791146,0.09962754566026363,0.9172771138236442,-0.008984720097647822,1.0100794746803277
glm_gcomp,3mo,F2,1080,0.1599303667270051,0.148307510127196,0.9273255177382987,-0.011622856599809106,1.0138355871221356
glm_gcomp,3mo,F2,1440,0.20862258011145293,0.19559771637666,0.9375673346200847,-0.013024863734792919,1.0164584727937112
glm_gcomp,3mo,F3,360,0.03198415514208024,0.03237595457058043,1.0122497976501095,3.917994285001919e-4,0.9995952551494054
glm_gcomp,3mo,F3,720,0.05905999540111694,0.06034984993112734,1.0218397329910054,0.0012898545300103967,0.9986291851513315
glm_gcomp,3mo,F3,1080,0.08176066984803466,0.08430969543538852,1.0311766720122477,0.0025490255873538564,0.9972240073980145
glm_gcomp,3mo,F3,1440,0.10058607918824972,0.10462873649351727,1.0401910218381374,0.004042657305267552,0.995505231560549
glm_gcomp,6mo,F1,360,0.060338060631170115,0.049895836389433464,0.8269380200075193,-0.010442224241736651,1.011112745769772
glm_gcomp,6mo,F1,720,0.11136939876194962,0.09285745242110757,0.833778878698887,-0.01851194634084205,1.0208319928607579
glm_gcomp,6mo,F1,1080,0.15424628691335474,0.12962159331080603,0.8403547074272121,-0.02462469360254871,1.0291156789754774
glm_gcomp,6mo,F1,1440,0.1900092237013773,0.16086819524053436,0.846633611289094,-0.029141028460842933,1.0359769880269591
glm_gcomp,6mo,F2,360,0.056085369647128916,0.051534824238889894,0.9188639490678302,-0.004550545408239022,1.0048209289928454
glm_gcomp,6mo,F2,720,0.10902404511914604,0.10106004774966125,0.9269519181683141,-0.00796399736948479,1.0089385098731982
glm_gcomp,6mo,F2,1080,0.15863878235242582,0.1483391841127046,0.9350751557280614,-0.010299598239721208,1.0122415890151422
glm_gcomp,6mo,F2,1440,0.2047728368534299,0.19314297280481033,0.9432060217198442,-0.01162986404861957,1.0146245809846361
glm_gcomp,6mo,F3,360,0.03130596474549266,0.031701240473647994,1.0126262113743754,3.952757281553351e-4,0.9995919498688236
glm_gcomp,6mo,F3,720,0.057862638687797605,0.05906276650180136,1.0207409796929439,0.0012001278140037555,0.998726164715162
glm_gcomp,6mo,F3,1080,0.08023537839167157,0.08252770640678776,1.0285700405614855,0.0022923280151161962,0.9975077014692001
glm_gcomp,6mo,F3,1440,0.09893903833943825,0.10250809694319715,1.0360733100266675,0.003569058603758904,0.9960390486819211
survtmle,1mo,F1,360,0.0739000202800139,0.03298059563187115,0.44628669257335346,-0.04091942464814275,1.0441846728692457
survtmle,1mo,F1,720,0.12916520728350123,0.08358416099677629,0.6471104932562812,-0.045581046286724936,1.052341783617233
survtmle,1mo,F1,1080,0.15465312509061177,0.12431999327522647,0.8038634408608748,-0.0303331318153853,1.0358824675594107
survtmle,1mo,F1,1440,0.20140529145897212,0.16013048166803606,0.7950659116652649,-0.04127480979093606,1.0516843016232127
survtmle,1mo,F2,360,0.05200796596000153,0.0272861859774579,0.5246539731710187,-0.024721779982543633,1.0260780461173165
survtmle,1mo,F2,720,0.11661123544456505,0.07811643349264147,0.6698877101750342,-0.03849480195192358,1.0435762865642695
survtmle,1mo,F2,1080,0.1841656959713397,0.12033145210976992,0.6533868942047503,-0.06383424386156977,1.0782441281843025
survtmle,1mo,F2,1440,0.22577419025604703,0.19279328603010823,0.8539208392751374,-0.0329809042259388,1.0425985595040368
survtmle,1mo,F3,360,0.016768805812826998,0.02717401655499984,1.6205099431835248,0.010405210742172842,0.9894173305284779
survtmle,1mo,F3,720,0.04213541283689722,0.05771714133993138,1.369801253955901,0.015581728503034159,0.9837328483463593
survtmle,1mo,F3,1080,0.08332292557488326,0.0835806821761688,1.0030934655679353,2.57756601285547e-4,0.9997188141729768
survtmle,1mo,F3,1440,0.10413009622781566,0.11463479819441935,1.1008805556428327,0.010504701966603691,0.9882742997366334
survtmle,3mo,F1,360,0.0736802104230006,0.03281300628903589,0.4453435474824963,-0.04086720413396471,1.04411781394914
survtmle,3mo,F1,720,0.12855182329451223,0.08298447633333834,0.6455332503781055,-0.045567346961173885,1.052289221756641
survtmle,3mo,F1,1080,0.1541950304453649,0.1236938926487067,0.8021911749778116,-0.030501137796658195,1.036061667753878
survtmle,3mo,F1,1440,0.2005926940772882,0.15959157326515522,0.7956001289043195,-0.041001120812132974,1.051289399669431
survtmle,3mo,F2,360,0.05188794630075877,0.02708020417682787,0.5218977837330954,-0.0248077421239309,1.0261654115957484
survtmle,3mo,F2,720,0.11609999076973702,0.0775121619788299,0.6676328005276161,-0.03858782879090712,1.0436563280777778
survtmle,3mo,F2,1080,0.18318418169905226,0.11951097369478833,0.6524088083715072,-0.06367320800426393,1.0779529565633414
survtmle,3mo,F2,1440,0.2246737416879463,0.19190544570014673,0.854151643438101,-0.03276829598779957,1.0422638800588784
survtmle,3mo,F3,360,0.016760171854752273,0.02694692707307946,1.6077953917542187,0.010186755218327188,0.9896396027431648
survtmle,3mo,F3,720,0.04195087722087421,0.057487553095757975,1.3703540165103607,0.015536675874883762,0.9837830070447592
survtmle,3mo,F3,1080,0.08307998275242465,0.08357134538485544,1.0059143323837108,4.913626324307974e-4,0.9994641161462416
survtmle,3mo,F3,1440,0.10364457068182996,0.11476172888985292,1.1072623306256015,0.011117158208022962,0.9875973772853929
survtmle,6mo,F1,360,0.07323607126483336,0.032397954748937835,0.44237701708194643,-0.04083811651589553,1.044065284858066
survtmle,6mo,F1,720,0.1279212672860052,0.0822067542050098,0.6426355519228298,-0.0457145130809954,1.0524201673153148
survtmle,6mo,F1,1080,0.15335393601717692,0.12232407108107556,0.7976585033159778,-0.031029864936101367,1.0366503386198118
survtmle,6mo,F1,1440,0.1997870718322886,0.15857274115891024,0.7937087205123274,-0.041214330673378374,1.0515042049717305
survtmle,6mo,F2,360,0.051553239892790016,0.02486236819721037,0.48226587211422767,-0.026690871695579647,1.0281416657404814
survtmle,6mo,F2,720,0.1156518919804897,0.0761803612470562,0.6587039774490479,-0.0394715307334335,1.044633476767231
survtmle,6mo,F2,1080,0.18224898114010107,0.11783129424618115,0.6465402083954597,-0.06441768689391993,1.0787742056056753
survtmle,6mo,F2,1440,0.22353080721895832,0.1905820193195627,0.8525984480200941,-0.03294878789939562,1.0424341212835304
survtmle,6mo,F3,360,0.016660897522485937,0.026746282132438407,1.6053326116639874,0.01008538460995247,0.9897437368405848
survtmle,6mo,F3,720,0.041724208520326773,0.057249359351813106,1.3720897623240222,0.015525150831486333,0.9837988698352549
survtmle,6mo,F3,1080,0.08282723890605893,0.08346539058334289,1.007704611257267,6.381516772839546e-4,0.9993042186768359
survtmle,6mo,F3,1440,0.1031511209983486,0.11464642142590234,1.1114413524186304,0.011495300427553742,0.987182566989045
contmle,3mo,1,4,0.056581170688202544,0.055368183226386265,0.9785619942630633,-0.0012129874618162784,1.001285735904488
contmle,3mo,1,8,0.1221234346759088,0.09509030912497508,0.7786409658172959,-0.02703312555093372,1.0307937660244453
contmle,3mo,1,12,0.1869262028387067,0.137048616011268,0.7331696355567836,-0.0498775868274387,1.0613444769731575
contmle,3mo,1,16,0.22248694793524698,0.16166926549229232,0.7266460661743845,-0.06081768244295466,1.0782207864954139
contmle,3mo,2,4,0.03964462313734452,0.038498734071538254,0.9710959778369829,-0.0011458890658062673,1.0011931927424094
contmle,3mo,2,8,0.09344410147710276,0.08021227359910552,0.8583984685085818,-0.013231827877997246,1.0145957109755246
contmle,3mo,2,12,0.145711683356732,0.12341662287397841,0.8469919503423021,-0.022295060482753606,1.026097817386005
contmle,3mo,2,16,0.17972907135111318,0.15334600367010998,0.8532064541219263,-0.02638306768100321,1.0321638458215996
contmle,3mo,3,4,0.02750322085087154,0.026430988326997477,0.9610142924827625,-0.001072232523874065,1.0011025563753662
contmle,3mo,3,8,0.056811352156554994,0.05014268322393699,0.8826173171474399,-0.006668668932618006,1.0070703447797698
contmle,3mo,3,12,0.08118030480127748,0.07121890509873745,0.8772929009453131,-0.009961399702540036,1.0108415173886598
contmle,3mo,3,16,0.11174496891419201,0.09928175745258647,0.88846735935668,-0.012463211461605547,1.0140311183448862
contmle,6mo,1,2,0.05657764832467479,0.055371714806313914,0.9786853368057905,-0.0012059335183608744,1.0012782541310574
contmle,6mo,1,4,0.12212005479253144,0.0950936299563092,0.7786897092198561,-0.027026424836222238,1.0307860146296373
contmle,6mo,1,6,0.18692297130956018,0.13705171872679783,0.7331989095113872,-0.04987125258276234,1.0613364427022198
contmle,6mo,1,8,0.2224838015693489,0.16167224265405858,0.7266697238794926,-0.06081155891529033,1.0782125942045107
contmle,6mo,2,2,0.03964541193765402,0.038498382589461894,0.9710677908960579,-0.0011470293481921287,1.0011943810780417
contmle,6mo,2,4,0.09344506437124182,0.08021176426406999,0.8583841726022242,-0.01323330010717183,1.0145973504606134
contmle,6mo,2,6,0.14571282036041086,0.12341595385934877,0.8469807499030471,-0.022296866501062093,1.0260999661852221
contmle,6mo,2,8,0.17973032452892918,0.15334522640060497,0.8531961804582548,-0.026385098128324208,1.0321663703015371
contmle,6mo,3,2,0.027503159625623917,0.026431123148018293,0.9610213338322467,-0.0010720364776056236,1.0011023547153046
contmle,6mo,3,4,0.05681138533806401,0.05014272968439677,0.8826176194439814,-0.006668655653667241,1.0070703309497193
contmle,6mo,3,6,0.08118041888096561,0.07121887495621974,0.8772912968168787,-0.009961543924745866,1.0108416756993943
contmle,6mo,3,8,0.11174518685161577,0.09928162739919452,0.8884644627336713,-0.012463559452421252,1.0140315135566162
contmle,cont,1,360,0.056581072233134605,0.0553682785893255,0.9785653824513619,-0.001212793643809107,1.001285530328165
contmle,cont,1,720,0.12212334081603188,0.09509039878266262,0.7786422984113085,-0.027032942033369256,1.0307935536849764
contmle,cont,1,1080,0.18692611367849726,0.13704869974235648,0.7331704332016059,-0.049877413936140785,1.061344257607135
contmle,cont,1,1440,0.2224868614314379,0.1616693457991876,0.7266467096485516,-0.060817515632250296,1.0782205632488966
contmle,cont,2,360,0.039644640064094794,0.03849872631302879,0.9710953675146661,-0.0011459137510660064,1.0011932184677375
contmle,cont,2,720,0.09344412392033781,0.0802122617130515,0.8583981351404544,-0.01323186220728631,1.0145957492046784
contmle,cont,2,1080,0.14571171124970117,0.123416606789636,0.8469916778215664,-0.022295104460065177,1.026097869716416
contmle,cont,2,1440,0.17972910284141635,0.1533459847241125,0.8532061992175917,-0.026383118117303844,1.0321639085437442
contmle,cont,3,360,0.027503218450568304,0.026430992306187225,0.9610145210347583,-0.001072226144381079,1.0011025498127335
contmle,cont,3,720,0.056811352581319086,0.05014268475748096,0.8826173375419522,-0.006668667823838126,1.0070703436073885
contmle,cont,3,1080,0.08118030762432163,0.07121890450111812,0.8772928630758345,-0.00996140312320351,1.0108415211448587
contmle,cont,3,1440,0.11174497479334752,0.09928175406256655,0.8884672822752926,-0.012463220730780974,1.0140311288730186
cox_gcomp,3mo,1,4,0.06997042916584181,0.04199150707995228,0.600132192707083,-0.027978922085889535,1.030083905892148
cox_gcomp,3mo,1,8,0.13389962715370726,0.08264087419454734,0.6171852450319484,-0.05125875295915992,1.059183386321272
cox_gcomp,3mo,1,12,0.19711578167555718,0.12557476793165734,0.6370609540455121,-0.07154101374389985,1.0891050192681586
cox_gcomp,3mo,1,16,0.2318101162237152,0.15076574454591563,0.6503846639739169,-0.08104437167779957,1.105500441218257
cox_gcomp,3mo,2,4,0.044764154296552304,0.034400784732041195,0.7684895486719988,-0.010363369564511109,1.0108490166183823
cox_gcomp,3mo,2,8,0.0972536140434721,0.07706847592926365,0.7924484522993074,-0.020185138114208453,1.0223596997210027
cox_gcomp,3mo,2,12,0.14825512947539266,0.12125716141731954,0.8178952178342387,-0.026997968058073113,1.0316972476058992
cox_gcomp,3mo,2,16,0.18145251481467833,0.15186592414577707,0.8369458218910951,-0.029586590668901264,1.0361452343381188
cox_gcomp,3mo,3,4,0.02994440909284674,0.02416496751232915,0.806994301921349,-0.005779441580517589,1.0059578457509977
cox_gcomp,3mo,3,8,0.058554401313890427,0.048407207562783175,0.826704850132246,-0.010147193751107252,1.0107783113174769
cox_gcomp,3mo,3,12,0.08234571896582256,0.0699532424700189,0.8495067302655146,-0.012392476495803662,1.0135045155369815
cox_gcomp,3mo,3,16,0.11218884976810377,0.09863967966075089,0.8792289061224958,-0.013549170107352876,1.0152613200496678
cox_gcomp,6mo,1,2,0.06997042916584181,0.04199150707995228,0.600132192707083,-0.027978922085889535,1.030083905892148
cox_gcomp,6mo,1,4,0.13389962715370726,0.08264087419454734,0.6171852450319484,-0.05125875295915992,1.059183386321272
cox_gcomp,6mo,1,6,0.19711578167555718,0.12557476793165734,0.6370609540455121,-0.07154101374389985,1.0891050192681586
cox_gcomp,6mo,1,8,0.2318101162237152,0.15076574454591563,0.6503846639739169,-0.08104437167779957,1.105500441218257
cox_gcomp,6mo,2,2,0.044764154296552304,0.034400784732041195,0.7684895486719988,-0.010363369564511109,1.0108490166183823
cox_gcomp,6mo,2,4,0.0972536140434721,0.07706847592926365,0.7924484522993074,-0.020185138114208453,1.0223596997210027
cox_gcomp,6mo,2,6,0.14825512947539266,0.12125716141731954,0.8178952178342387,-0.026997968058073113,1.0316972476058992
cox_gcomp,6mo,2,8,0.18145251481467833,0.15186592414577707,0.8369458218910951,-0.029586590668901264,1.0361452343381188
cox_gcomp,6mo,3,2,0.02994440909284674,0.02416496751232915,0.806994301921349,-0.005779441580517589,1.0059578457509977
cox_gcomp,6mo,3,4,0.058554401313890427,0.048407207562783175,0.826704850132246,-0.010147193751107252,1.0107783113174769
cox_gcomp,6mo,3,6,0.08234571896582256,0.0699532424700189,0.8495067302655146,-0.012392476495803662,1.0135045155369815
cox_gcomp,6mo,3,8,0.11218884976810377,0.09863967966075089,0.8792289061224958,-0.013549170107352876,1.0152613200496678
cox_gcomp,cont,1,360,0.06997042916584181,0.04199150707995228,0.600132192707083,-0.027978922085889535,1.030083905892148
cox_gcomp,cont,1,720,0.13389962715370726,0.08264087419454734,0.6171852450319484,-0.05125875295915992,1.059183386321272
cox_gcomp,cont,1,1080,0.19711578167555718,0.12557476793165734,0.6370609540455121,-0.07154101374389985,1.0891050192681586
cox_gcomp,cont,1,1440,0.2318101162237152,0.15076574454591563,0.6503846639739169,-0.08104437167779957,1.105500441218257
cox_gcomp,cont,2,360,0.044764154296552304,0.034400784732041195,0.7684895486719988,-0.010363369564511109,1.0108490166183823
cox_gcomp,cont,2,720,0.0972536140434721,0.07706847592926365,0.7924484522993074,-0.020185138114208453,1.0223596997210027
cox_gcomp,cont,2,1080,0.14825512947539266,0.12125716141731954,0.8178952178342387,-0.026997968058073113,1.0316972476058992
cox_gcomp,cont,2,1440,0.18145251481467833,0.15186592414577707,0.8369458218910951,-0.029586590668901264,1.0361452343381188
cox_gcomp,cont,3,360,0.02994440909284674,0.02416496751232915,0.806994301921349,-0.005779441580517589,1.0059578457509977
cox_gcomp,cont,3,720,0.058554401313890427,0.048407207562783175,0.826704850132246,-0.010147193751107252,1.0107783113174769
cox_gcomp,cont,3,1080,0.08234571896582256,0.0699532424700189,0.8495067302655146,-0.012392476495803662,1.0135045155369815
cox_gcomp,cont,3,1440,0.11218884976810377,0.09863967966075089,0.8792289061224958,-0.013549170107352876,1.0152613200496678
glm_gcomp,1mo,F1,360,0.06989469364396177,0.0451852139127185,0.6464755986039302,-0.024709479731243267,1.0265663248692236
glm_gcomp,1mo,F1,720,0.131956771787031,0.08688354354504874,0.6584242882606487,-0.04507322824198226,1.0519250963281794
glm_gcomp,1mo,F1,1080,0.1864527545455087,0.12502453667915153,0.6705427172900039,-0.06142821786635716,1.075506638624337
glm_gcomp,1mo,F1,1440,0.2337344588861067,0.1595800380958903,0.6827407428771549,-0.07415442079021639,1.0967737903004495
glm_gcomp,1mo,F2,360,0.04901871251543148,0.042891139883633446,0.8749952351386416,-0.006127572631798035,1.006443420824826
glm_gcomp,1mo,F2,720,0.09436343480590703,0.0839690833110436,0.8898476775856747,-0.010394351494863438,1.0114773982128644
glm_gcomp,1mo,F2,1080,0.13588726210519833,0.12300223603829129,0.9051785585544289,-0.012885026066907043,1.014911278936008
glm_gcomp,1mo,F2,1440,0.17349750886972048,0.1597766859622818,0.9209163117279012,-0.013720822907438673,1.0166010666086134
glm_gcomp,1mo,F3,360,0.03150668658779141,0.03158093209107013,1.0023564998836625,7.424550327871787e-5,0.9999233391679111
glm_gcomp,1mo,F3,720,0.05943257402607546,0.06056032009282849,1.0189752183080316,0.0011277460667530256,0.9988009939153641
glm_gcomp,1mo,F3,1080,0.08394313865755873,0.08694689285440542,1.0357832009248586,0.003003754196846689,0.9967209959079999
glm_gcomp,1mo,F3,1440,0.10523046876493466,0.11077284383898944,1.052668919364366,0.005542375074054778,0.9938058071038645
glm_gcomp,3mo,F1,360,0.07081370433396109,0.049023507301016185,0.6922884173636616,-0.0217901970329449,1.023450837721757
glm_gcomp,3mo,F1,720,0.13122632033636386,0.09243237265813731,0.7043737294561901,-0.038793947678226554,1.0446536866692904
glm_gcomp,3mo,F1,1080,0.1824147836838516,0.1306655948437738,0.7163103351877124,-0.051749188840077814,1.0632951621523292
glm_gcomp,3mo,F1,1440,0.2254635707215931,0.16414367059862206,0.7280274594839533,-0.06131990012297103,1.0791698076488143
glm_gcomp,3mo,F2,360,0.04928525450824834,0.04006244994864231,0.8128688864118069,-0.00922280455960603,1.0097009167085504
glm_gcomp,3mo,F2,720,0.0951708051307896,0.07864473055485599,0.8263535277102841,-0.016526074575933608,1.0182643029973435
glm_gcomp,3mo,F2,1080,0.13763274225699362,0.11564446602241844,0.8402394962565103,-0.02198827623457518,1.025497577786201
glm_gcomp,3mo,F2,1440,0.17665838611831663,0.15095412745657041,0.854497376396664,-0.02570425866174622,1.031219433377796
glm_gcomp,3mo,F3,360,0.032887521891751446,0.03331243737185042,1.0129202644546333,4.249154800989724e-4,0.9995606348902352
glm_gcomp,3mo,F3,720,0.06079980105304836,0.0625920832363662,1.0294784218414474,0.0017922821833178393,0.9980916931391972
glm_gcomp,3mo,F3,1080,0.0843487448959662,0.08820866748468566,1.045761470351221,0.003859922588719464,0.9957845057632986
glm_gcomp,3mo,F3,1440,0.10408728276714928,0.11050745471708721,1.0616806566494805,0.006420171949937936,0.9928339314461708
glm_gcomp,6mo,F1,360,0.07006627144683988,0.0492611080437864,0.703064499174348,-0.02080516340305348,1.0223727377169374
glm_gcomp,6mo,F1,720,0.1292085291221433,0.09227394104029081,0.7141474457391468,-0.0369345880818525,1.042414963073327
glm_gcomp,6mo,F1,1080,0.1789457751500641,0.12972283143796226,0.7249281595454073,-0.04922294371210184,1.059950904851745
glm_gcomp,6mo,F1,1440,0.2206039032925007,0.16222403659716655,0.7353634009914695,-0.058379866695334154,1.0749039762220463
glm_gcomp,6mo,F2,360,0.049884394029715166,0.041644241212116476,0.8348150162415486,-0.00824015281759869,1.0086727896750876
glm_gcomp,6mo,F2,720,0.09506966441557549,0.08044991215098046,0.8462206387866471,-0.014619752264595026,1.0161556660106363
glm_gcomp,6mo,F2,1080,0.1359097819484957,0.11657632364311823,0.8577478528167747,-0.01933345830537747,1.0223743515451127
glm_gcomp,6mo,F2,1440,0.17272402356999855,0.15016297901306877,0.8693809691864511,-0.022561044556929782,1.0272714852113667
glm_gcomp,6mo,F3,360,0.03220691178293004,0.03299687363733595,1.0245277119312197,7.899618544059128e-4,0.9991837492290204
glm_gcomp,6mo,F3,720,0.05944205247521289,0.06184669406544166,1.040453542401341,0.0024046415902287677,0.9974433881542791
glm_gcomp,6mo,F3,1080,0.08238486421979029,0.08699579303269346,1.0559681545459845,0.004610928812903176,0.994975095077325
glm_gcomp,6mo,F3,1440,0.10163047148366378,0.10884714925076572,1.0710089962365466,0.007216677767101942,0.991966916131917
survtmle,1mo,F1,360,0.07023228614777613,0.04031847469433466,0.5740732205342189,-0.02991381145344147,1.032173424617534
survtmle,1mo,F1,720,0.12593374913174793,0.08753996080659952,0.6951270919046328,-0.038393788325148406,1.0439254899580095
survtmle,1mo,F1,1080,0.19063528314768857,0.13085318325675643,0.6864059008183817,-0.05978209989093214,1.0738629923521126
survtmle,1mo,F1,1440,0.22413221939590924,0.15630016529792326,0.6973569695565865,-0.06783205409798598,1.0874273372264176
survtmle,1mo,F2,360,0.03971241767953225,0.04038921671975995,1.0170425040774218,6.767990402277019e-4,0.9992952121294829
survtmle,1mo,F2,720,0.09222575213425907,0.08285808439939592,0.8984267678161516,-0.009367667734863153,1.0103193803491204
survtmle,1mo,F2,1080,0.1461897590317822,0.12272440531912299,0.839487021060362,-0.023465353712659204,1.0274831017323587
survtmle,1mo,F2,1440,0.18589168006589465,0.14834322071516404,0.7980089300531337,-0.03754845935073062,1.0461221909066962
survtmle,1mo,F3,360,0.02902105540275576,0.023485743409674124,0.8092656550128078,-0.005535311993081635,1.005700753887488
survtmle,1mo,F3,720,0.04723109732957512,0.057321396959400805,1.2136367817037221,0.010090299629825689,0.9894094994058427
survtmle,1mo,F3,1080,0.07681598253644502,0.0742900957739914,0.9671176924508487,-0.002525886762453619,1.002736059891281
survtmle,1mo,F3,1440,0.11504975772290044,0.0933891812123642,0.8117286212570203,-0.02166057651053624,1.0244766038537947
survtmle,3mo,F1,360,0.0697771752322302,0.04028395175526316,0.5773227652336367,-0.02949322347696704,1.0317055469847562
survtmle,3mo,F1,720,0.125224704327061,0.08726018981771397,0.6968288748345407,-0.03796451450934704,1.043399161701454
survtmle,3mo,F1,1080,0.18956674334204993,0.13035474645647968,0.6876456500667447,-0.059211996885570245,1.0730621508916693
