estimator,timescale,J,time,F.a0,F.a1,RR,RD,SR
survtmle,1mo,F1,1080,0.17508827252325002,0.11546308012638731,0.6594563899821156,-0.0596251923968627,1.0722806942983403
survtmle,1mo,F1,1440,0.24430199359062132,0.14910173041804273,0.6103172889693794,-0.0952002631725786,1.1259765969542685
survtmle,1mo,F2,360,0.05139531186738888,0.03819750334309117,0.7432098756721053,-0.013197808524297715,1.0139128645360993
survtmle,1mo,F2,720,0.11249266919980298,0.07775941447211507,0.6912398383400725,-0.034733254727687915,1.0391357384015876
survtmle,1mo,F2,1080,0.17243634000122435,0.13542648100256785,0.7853708852879056,-0.0370098589986565,1.044721464689147
survtmle,1mo,F2,1440,0.22768356295947692,0.17809221579319456,0.782191799347814,-0.04959134716628236,1.0642111766471187
survtmle,1mo,F3,360,0.028393102170784425,0.030065003617600262,1.0588840710944283,0.0016719014468158377,0.9982792408632017
survtmle,1mo,F3,720,0.04153994787588507,0.06230977897353735,1.4999965613753132,0.020769831097652285,0.9783299981552463
survtmle,1mo,F3,1080,0.0624659964265975,0.09666378953484839,1.5474625406549947,0.034197793108250885,0.9635236770315463
survtmle,1mo,F3,1440,0.08906408092032461,0.13021635872574716,1.462052461331036,0.04115227780542255,0.954824179238646
survtmle,3mo,F1,360,0.06663922913122182,0.05460360125436223,0.819391249962394,-0.012035627876859592,1.0128949365052666
survtmle,3mo,F1,720,0.12690447290906523,0.08120331459369319,0.6398774821111334,-0.04570115831537204,1.0523438236680054
survtmle,3mo,F1,1080,0.1746154930802182,0.11479195621931587,0.6573984598639283,-0.05982353686090233,1.0724795975201369
survtmle,3mo,F1,1440,0.243573787771665,0.14855419659427663,0.6098940200147348,-0.09501959117738837,1.1256164707691354
survtmle,3mo,F2,360,0.05103580678280379,0.038040759394774235,0.745373920640985,-0.012995047388029556,1.013693928054307
survtmle,3mo,F2,720,0.1122628736899042,0.0773938062296967,0.6893980501824328,-0.0348690674602075,1.0392785954611832
survtmle,3mo,F2,1080,0.1720159214068592,0.1350434091916174,0.785063429519452,-0.03697251221524181,1.0446536511644804
survtmle,3mo,F2,1440,0.22730640246856745,0.17746164320103414,0.7807155507886497,-0.04984475926753332,1.064507793809571
survtmle,3mo,F3,360,0.028249870377815425,0.029829076141672958,1.0559013454836126,0.001579205763857533,0.998374884946533
survtmle,3mo,F3,720,0.04128692677819593,0.06197395716660068,1.501055225048375,0.020687030388404748,0.9784220837639306
survtmle,3mo,F3,1080,0.06221548488553695,0.09622392082709674,1.5466233366842348,0.03400843594155979,0.9637353406956087
survtmle,3mo,F3,1440,0.08854949917776757,0.12949598716011104,1.4624135468021264,0.040946487982343474,0.9550754671313417
survtmle,6mo,F1,360,0.06625836512450853,0.05378872744194187,0.8118028167592952,-0.012469637682566655,1.0133544839566133
survtmle,6mo,F1,720,0.12607900619424253,0.08008716442711449,0.6352141156928925,-0.04599184176712805,1.0526270018607087
survtmle,6mo,F1,1080,0.17379631937038553,0.11385036322024038,0.6550792538799887,-0.059945956150145155,1.0725559054692941
survtmle,6mo,F1,1440,0.24245158333303948,0.1473134593706236,0.6075994940741177,-0.09513812396241589,1.1255868560599755
survtmle,6mo,F2,360,0.05053775930722516,0.03755462910415837,0.7431003989682098,-0.012983130203066788,1.0136741932923985
survtmle,6mo,F2,720,0.11131162756985095,0.07662015967205647,0.6883392269507094,-0.03469146789779448,1.0390367073251217
survtmle,6mo,F2,1080,0.17069887935664804,0.13383769574276388,0.7840572606404251,-0.03686118361388416,1.0444484912612781
survtmle,6mo,F2,1440,0.2261361407861458,0.1758832112346013,0.7777757709278851,-0.050252929551544506,1.064937687621948
survtmle,6mo,F3,360,0.028036510545604878,0.029429836461356933,1.0496968377532445,0.0013933259157520549,0.9985664832775415
survtmle,6mo,F3,720,0.04096780241866597,0.061320307863897104,1.4967927065562594,0.020352505445231137,0.9787780790920682
survtmle,6mo,F3,1080,0.06190026297693142,0.09530533872343873,1.5396596741270143,0.03340507574650731,0.9643906991675387
survtmle,6mo,F3,1440,0.08822466337489283,0.12853386807394732,1.4568927004886227,0.04030920469905448,0.9557904199862907
contmle,3mo,1,4,0.06200160326168517,0.0603920998090568,0.9740409381700136,-0.0016095034526283705,1.001715891475108
contmle,3mo,1,8,0.11314795174087725,0.0988842927775729,0.8739379834646067,-0.014263658963304351,1.0160834707337076
contmle,3mo,1,12,0.1652280624817285,0.1400937100487262,0.8478808499265569,-0.0251343524330023,1.0301092445772977
contmle,3mo,1,16,0.2120982612882737,0.17922991737554345,0.8450324688515142,-0.03286834391273025,1.0417162982359607
contmle,3mo,2,4,0.044748266417598666,0.04319618866714198,0.9653153546559228,-0.0015520777504566888,1.0016247840185917
contmle,3mo,2,8,0.11182195545169815,0.0883460128806713,0.7900596311681621,-0.02347594257102685,1.0264315727180195
contmle,3mo,2,12,0.1726413619325275,0.1313515022424374,0.7608344881672842,-0.04128985969009008,1.0499056367943824
contmle,3mo,2,16,0.22627787570419228,0.1714143633900538,0.7575392108335848,-0.05486351231413847,1.0709085479028686
contmle,3mo,3,4,0.031280387617859624,0.03139088916879707,1.0035326145023329,1.105015509374474e-4,0.9998859303047807
contmle,3mo,3,8,0.06690172504413916,0.07313134647814246,1.093116006050565,0.006229621434003296,0.9933237241979704
contmle,3mo,3,12,0.08724338387103232,0.09817641982334678,1.125316505014022,0.010933035952314457,0.9880219592396035
contmle,3mo,3,16,0.11047675997279051,0.12812078429557267,1.159708017569738,0.017644024322782156,0.9801646280514914
contmle,6mo,1,2,0.06198223688966184,0.06040747452181938,0.9745933279135153,-0.0015747623678424583,1.0016788193462571
contmle,6mo,1,4,0.11313232740988102,0.0988968449081764,0.8741696310186465,-0.014235482501704616,1.0160514166224253
contmle,6mo,1,6,0.1652162395695069,0.14010328108028827,0.8479994548075067,-0.02511295848921863,1.0300831900182965
contmle,6mo,1,8,0.21208984877538334,0.17923669801616637,0.8450979575452923,-0.032853150759216965,1.041696569980923
contmle,6mo,2,2,0.044711567579996184,0.043226881416162086,0.9667941375310146,-0.001484686163834098,1.0015541758001538
contmle,6mo,2,4,0.11179004250134682,0.088373235339844,0.7905286854039733,-0.023416807161502823,1.0263640448565208
contmle,6mo,2,6,0.1726137827271997,0.1313754652069796,0.761094873951094,-0.041238317520220114,1.0498416781175643
contmle,6mo,2,8,0.22625411042277158,0.17143533772477046,0.7577114838021355,-0.05481877269800112,1.0708485478713867
contmle,6mo,3,2,0.03127518079197482,0.031404534057057,1.004135971777192,1.293532650821841e-4,0.9998664705781071
contmle,6mo,3,4,0.06689904294753142,0.07314212640109075,1.093320968110945,0.0062430834535593255,0.9933093162038111
contmle,6mo,3,6,0.08724213868120088,0.09818550122100367,1.1254366606003536,0.010943362539802784,0.988010661969001
contmle,6mo,3,8,0.1104771501673474,0.12812785688738482,1.1597679401876377,0.01765070672003742,0.9801571070115196
contmle,cont,1,360,0.06198480448314725,0.0604051150733872,0.9745148924332004,-0.0015796894097600475,1.0016840765664672
contmle,cont,1,720,0.11313461769588912,0.09889470064518474,0.8741329812155118,-0.014239917050704376,1.0160564583248346
contmle,cont,1,1080,0.16521824875567326,0.14010136363861642,0.8479775369475075,-0.025116885117056842,1.0300879662014863
contmle,cont,1,1440,0.2120916064286858,0.17923499240596158,0.8450829121624291,-0.03285661402272422,1.0417010585123947
contmle,cont,2,360,0.044714218829536925,0.04322476115536051,0.9666893951596327,-0.0014894576741764157,1.0015591749647434
contmle,cont,2,720,0.1117923382349132,0.08837137125837004,0.7904957768453875,-0.023420966976543167,1.0263687963803418
contmle,cont,2,1080,0.17261575687324637,0.13137384101150643,0.7610767602634079,-0.04124191586173995,1.0498461460975899
contmle,cont,2,1440,0.22625580196859668,0.17143393269362397,0.757699609035521,-0.05482186927497271,1.070852704827323
contmle,cont,3,360,0.031274451872440434,0.031404603145137655,1.0041615844532805,1.3015127269722093e-4,0.9998656469079928
contmle,cont,3,720,0.06689812916962826,0.07314240694231812,1.0933400956080064,0.006244277772689863,0.9933080428108744
contmle,cont,3,1080,0.08724111996593571,0.09818590687008946,1.1254544520797907,0.01094478690415375,0.988009114845593
contmle,cont,3,1440,0.11047601232846453,0.12812841021069613,1.1597848936631414,0.017652397882231594,0.9801552311945635
cox_gcomp,3mo,1,4,0.07041080516915664,0.0527793613277759,0.7495917878083835,-0.01763144384138074,1.0189669199463847
cox_gcomp,3mo,1,8,0.12061520200681007,0.09186587955721891,0.7616442871938486,-0.028749322449591164,1.0326925397336852
cox_gcomp,3mo,1,12,0.17174612246541046,0.13370512548714886,0.7785044783999532,-0.038040996978261604,1.0459291504816082
cox_gcomp,3mo,1,16,0.21777171135623619,0.1734327921855526,0.7963972506137268,-0.04433891917068358,1.0566828377525939
cox_gcomp,3mo,2,4,0.0539009486916779,0.03597466724324536,0.6674217822960083,-0.017926281448432536,1.0189475736432068
cox_gcomp,3mo,2,8,0.11974824388176576,0.08182079530486056,0.6832734464619529,-0.03792744857690521,1.0430870467605302
cox_gcomp,3mo,2,12,0.1794674343098021,0.12548276113890833,0.6991951582831245,-0.05398467317089378,1.0657922371740165
cox_gcomp,3mo,2,16,0.23214541628488647,0.16614997681573598,0.7157150870118342,-0.06599543946915049,1.0859478355261547
cox_gcomp,3mo,3,4,0.028783809515702908,0.033783921288536106,1.1737126480810471,0.005000111772833198,0.9948517005566598
cox_gcomp,3mo,3,8,0.06378585215634947,0.0761217637874344,1.193395732973005,0.01233591163108494,0.9868236218609836
cox_gcomp,3mo,3,12,0.08377736749612835,0.10152177316788245,1.2118042879847488,0.0177444056717541,0.9806330851888456
cox_gcomp,3mo,3,16,0.10661446873660686,0.13188661231743562,1.2370423440674274,0.025272143580828757,0.9717119399224098
cox_gcomp,6mo,1,2,0.07041080516915664,0.0527793613277759,0.7495917878083835,-0.01763144384138074,1.0189669199463847
cox_gcomp,6mo,1,4,0.12061520200681007,0.09186587955721891,0.7616442871938486,-0.028749322449591164,1.0326925397336852
cox_gcomp,6mo,1,6,0.17174612246541046,0.13370512548714886,0.7785044783999532,-0.038040996978261604,1.0459291504816082
cox_gcomp,6mo,1,8,0.21777171135623619,0.1734327921855526,0.7963972506137268,-0.04433891917068358,1.0566828377525939
cox_gcomp,6mo,2,2,0.0539009486916779,0.03597466724324536,0.6674217822960083,-0.017926281448432536,1.0189475736432068
cox_gcomp,6mo,2,4,0.11974824388176576,0.08182079530486056,0.6832734464619529,-0.03792744857690521,1.0430870467605302
cox_gcomp,6mo,2,6,0.1794674343098021,0.12548276113890833,0.6991951582831245,-0.05398467317089378,1.0657922371740165
cox_gcomp,6mo,2,8,0.23214541628488647,0.16614997681573598,0.7157150870118342,-0.06599543946915049,1.0859478355261547
cox_gcomp,6mo,3,2,0.028783809515702908,0.033783921288536106,1.1737126480810471,0.005000111772833198,0.9948517005566598
cox_gcomp,6mo,3,4,0.06378585215634947,0.0761217637874344,1.193395732973005,0.01233591163108494,0.9868236218609836
cox_gcomp,6mo,3,6,0.08377736749612835,0.10152177316788245,1.2118042879847488,0.0177444056717541,0.9806330851888456
cox_gcomp,6mo,3,8,0.10661446873660686,0.13188661231743562,1.2370423440674274,0.025272143580828757,0.9717119399224098
cox_gcomp,cont,1,360,0.07041080516915664,0.0527793613277759,0.7495917878083835,-0.01763144384138074,1.0189669199463847
cox_gcomp,cont,1,720,0.12061520200681007,0.09186587955721891,0.7616442871938486,-0.028749322449591164,1.0326925397336852
cox_gcomp,cont,1,1080,0.17174612246541046,0.13370512548714886,0.7785044783999532,-0.038040996978261604,1.0459291504816082
cox_gcomp,cont,1,1440,0.21777171135623619,0.1734327921855526,0.7963972506137268,-0.04433891917068358,1.0566828377525939
cox_gcomp,cont,2,360,0.0539009486916779,0.03597466724324536,0.6674217822960083,-0.017926281448432536,1.0189475736432068
cox_gcomp,cont,2,720,0.11974824388176576,0.08182079530486056,0.6832734464619529,-0.03792744857690521,1.0430870467605302
cox_gcomp,cont,2,1080,0.1794674343098021,0.12548276113890833,0.6991951582831245,-0.05398467317089378,1.0657922371740165
cox_gcomp,cont,2,1440,0.23214541628488647,0.16614997681573598,0.7157150870118342,-0.06599543946915049,1.0859478355261547
cox_gcomp,cont,3,360,0.028783809515702908,0.033783921288536106,1.1737126480810471,0.005000111772833198,0.9948517005566598
cox_gcomp,cont,3,720,0.06378585215634947,0.0761217637874344,1.193395732973005,0.01233591163108494,0.9868236218609836
cox_gcomp,cont,3,1080,0.08377736749612835,0.10152177316788245,1.2118042879847488,0.0177444056717541,0.9806330851888456
cox_gcomp,cont,3,1440,0.10661446873660686,0.13188661231743562,1.2370423440674274,0.025272143580828757,0.9717119399224098
glm_gcomp,1mo,F1,360,0.06914071967269605,0.0514567871280024,0.7442327382704824,-0.017683932544693658,1.0189974284174035
glm_gcomp,1mo,F1,720,0.12462612549847894,0.09460113176927035,0.7590794577853176,-0.030024993729208596,1.0342996228283672
glm_gcomp,1mo,F1,1080,0.16868832720103932,0.1304651774321136,0.7734096341866492,-0.03822314976892571,1.045979325227362
glm_gcomp,1mo,F1,1440,0.20320564709921182,0.15995206872512882,0.7871438171550166,-0.043253578374083,1.054284494131535
glm_gcomp,1mo,F2,360,0.056007150271143245,0.041958132235317504,0.7491567064595989,-0.014049018035825742,1.0148825470869414
glm_gcomp,1mo,F2,720,0.11239392052867105,0.08594985608711955,0.7647197969679707,-0.026444064441551493,1.0297925679568372
glm_gcomp,1mo,F2,1080,0.16852180415850634,0.13165662093746477,0.7812438372285208,-0.03686518322104157,1.0443369211669253
glm_gcomp,1mo,F2,1440,0.22358758433652567,0.17860425977470637,0.7988111697020077,-0.044983324561819304,1.0579374101370846
glm_gcomp,1mo,F3,360,0.03716294350043978,0.03788118136228085,1.0193267215723258,7.182378618410742e-4,0.9992540400714819
glm_gcomp,1mo,F3,720,0.06812271793318314,0.0706451650008712,1.0370279863196614,0.0025224470676880606,0.997293155315372
glm_gcomp,1mo,F3,1080,0.09362596902396676,0.09873373228337827,1.0545549841850395,0.0051077632594115074,0.9943646187061305
glm_gcomp,1mo,F3,1440,0.11433658886981606,0.12254840655739606,1.071821433267788,0.008211817687580003,0.9907280603620047
glm_gcomp,3mo,F1,360,0.0698380936769758,0.0516738852375931,0.7399097328830574,-0.018164208439382698,1.0195280072382094
